snapped_at,price
2024-04-02 00:00:00 UTC,0.7872579261
2024-04-03 00:00:00 UTC,0.7872579261
2024-04-04 00:00:00 UTC,1.13165832
2024-04-05 00:00:00 UTC,0.9832437535
2024-04-06 00:00:00 UTC,1.01941878
2024-04-07 00:00:00 UTC,1.090216569
2024-04-08 00:00:00 UTC,1.193054673
2024-04-09 00:00:00 UTC,1.305190076
2024-04-10 00:00:00 UTC,1.230821483
2024-04-11 00:00:00 UTC,1.463976151
2024-04-12 00:00:00 UTC,1.371153509
2024-04-13 00:00:00 UTC,1.286058359
2024-04-14 00:00:00 UTC,1.059023964
2024-04-15 00:00:00 UTC,1.211595341
2024-04-16 00:00:00 UTC,1.054230956
2024-04-17 00:00:00 UTC,0.9829161636
2024-04-18 00:00:00 UTC,0.9254481176
2024-04-19 00:00:00 UTC,0.9106990141
2024-04-20 00:00:00 UTC,0.9775836962
2024-04-21 00:00:00 UTC,1.08238516
2024-04-22 00:00:00 UTC,1.050676696
2024-04-23 00:00:00 UTC,1.046497302
2024-04-24 00:00:00 UTC,0.9376888477
2024-04-25 00:00:00 UTC,0.8741185355
2024-04-26 00:00:00 UTC,0.8704615073
2024-04-27 00:00:00 UTC,0.8224957429
2024-04-28 00:00:00 UTC,0.8450008487
2024-04-29 00:00:00 UTC,0.8469217437
2024-04-30 00:00:00 UTC,0.9251001218
2024-05-01 00:00:00 UTC,0.8147900238
2024-05-02 00:00:00 UTC,0.7995770923
2024-05-03 00:00:00 UTC,0.7969388976
2024-05-04 00:00:00 UTC,0.8503029803
2024-05-05 00:00:00 UTC,0.8270653102
2024-05-06 00:00:00 UTC,0.8116962715
2024-05-07 00:00:00 UTC,0.8916228294
2024-05-08 00:00:00 UTC,0.9192270661
2024-05-09 00:00:00 UTC,0.8763384136
2024-05-10 00:00:00 UTC,0.8950226302
2024-05-11 00:00:00 UTC,0.8501339342
2024-05-12 00:00:00 UTC,0.8406821677
2024-05-13 00:00:00 UTC,0.8314209216
2024-05-14 00:00:00 UTC,0.7679854754
2024-05-15 00:00:00 UTC,0.6918988413
2024-05-16 00:00:00 UTC,0.7340035433
2024-05-17 00:00:00 UTC,0.6729640467
2024-05-18 00:00:00 UTC,0.7204080428
2024-05-19 00:00:00 UTC,0.7541412172
2024-05-20 00:00:00 UTC,0.7131939224
2024-05-21 00:00:00 UTC,0.8341339534
2024-05-22 00:00:00 UTC,0.8864668106
2024-05-23 00:00:00 UTC,0.850722199
2024-05-24 00:00:00 UTC,0.8649010139
2024-05-25 00:00:00 UTC,0.8492074449
2024-05-26 00:00:00 UTC,0.9126311202
2024-05-27 00:00:00 UTC,0.9207740284
2024-05-28 00:00:00 UTC,0.9213836087
2024-05-29 00:00:00 UTC,0.8925453533
2024-05-30 00:00:00 UTC,0.834958145
2024-05-31 00:00:00 UTC,0.8710270748
2024-06-01 00:00:00 UTC,0.8803680251
2024-06-02 00:00:00 UTC,0.9098354782
2024-06-03 00:00:00 UTC,0.9224904915
2024-06-04 00:00:00 UTC,1.019973382
2024-06-05 00:00:00 UTC,0.9761515781
2024-06-06 00:00:00 UTC,0.9804582264
2024-06-07 00:00:00 UTC,0.9521260511
2024-06-08 00:00:00 UTC,0.8841119206
2024-06-09 00:00:00 UTC,0.830700687
2024-06-10 00:00:00 UTC,0.8314848732
2024-06-11 00:00:00 UTC,0.7703189943
2024-06-12 00:00:00 UTC,0.7076617313
2024-06-13 00:00:00 UTC,0.7301149791
2024-06-14 00:00:00 UTC,0.6969027061
2024-06-15 00:00:00 UTC,0.7113078893
2024-06-16 00:00:00 UTC,0.7471587364
2024-06-17 00:00:00 UTC,0.7657615999
2024-06-18 00:00:00 UTC,0.6748963124
2024-06-19 00:00:00 UTC,0.6289349484
2024-06-20 00:00:00 UTC,0.6332947718
2024-06-21 00:00:00 UTC,0.6114430354
2024-06-22 00:00:00 UTC,0.5993844541
2024-06-23 00:00:00 UTC,0.6018223474
2024-06-24 00:00:00 UTC,0.5660950008
2024-06-25 00:00:00 UTC,0.5607056117
2024-06-26 00:00:00 UTC,0.5737908751
2024-06-27 00:00:00 UTC,0.5570623507
2024-06-28 00:00:00 UTC,0.5590772742
2024-06-29 00:00:00 UTC,0.5116363489
2024-06-30 00:00:00 UTC,0.4876630502
2024-07-01 00:00:00 UTC,0.531992576
2024-07-02 00:00:00 UTC,0.5050254012
2024-07-03 00:00:00 UTC,0.5116319573
2024-07-04 00:00:00 UTC,0.4602536556
2024-07-05 00:00:00 UTC,0.4051200288
2024-07-06 00:00:00 UTC,0.3778152128
2024-07-07 00:00:00 UTC,0.4114442659
2024-07-08 00:00:00 UTC,0.3778983107
2024-07-09 00:00:00 UTC,0.4040071001
2024-07-10 00:00:00 UTC,0.4231586752
2024-07-11 00:00:00 UTC,0.4148818163
2024-07-12 00:00:00 UTC,0.3935751009
2024-07-13 00:00:00 UTC,0.3952131594
2024-07-14 00:00:00 UTC,0.3993726412
2024-07-15 00:00:00 UTC,0.4000243072
2024-07-16 00:00:00 UTC,0.4840391477
2024-07-17 00:00:00 UTC,0.4647312676
2024-07-18 00:00:00 UTC,0.45724627
2024-07-19 00:00:00 UTC,0.488668157
2024-07-20 00:00:00 UTC,0.4871284021
2024-07-21 00:00:00 UTC,0.5025578028
2024-07-22 00:00:00 UTC,0.4909176567
2024-07-23 00:00:00 UTC,0.4333774904
2024-07-24 00:00:00 UTC,0.4561633109
2024-07-25 00:00:00 UTC,0.4542356212
2024-07-26 00:00:00 UTC,0.4281781114
2024-07-27 00:00:00 UTC,0.4649219842
2024-07-28 00:00:00 UTC,0.4706428273
2024-07-29 00:00:00 UTC,0.4487835302
2024-07-30 00:00:00 UTC,0.4394610148
2024-07-31 00:00:00 UTC,0.4125861668
2024-08-01 00:00:00 UTC,0.4001881034
2024-08-02 00:00:00 UTC,0.3965396528
2024-08-03 00:00:00 UTC,0.3503929663
2024-08-04 00:00:00 UTC,0.3144283612
2024-08-05 00:00:00 UTC,0.2911355674
2024-08-06 00:00:00 UTC,0.260945753
2024-08-07 00:00:00 UTC,0.2746379644
2024-08-08 00:00:00 UTC,0.2611958
2024-08-09 00:00:00 UTC,0.3126350216
2024-08-10 00:00:00 UTC,0.312133512
2024-08-11 00:00:00 UTC,0.3198410611
2024-08-12 00:00:00 UTC,0.2936396669
2024-08-13 00:00:00 UTC,0.3294581837
2024-08-14 00:00:00 UTC,0.3407249135
2024-08-15 00:00:00 UTC,0.3244426563
2024-08-16 00:00:00 UTC,0.3046477708
2024-08-17 00:00:00 UTC,0.2998987962
2024-08-18 00:00:00 UTC,0.298519659
2024-08-19 00:00:00 UTC,0.2906396954
2024-08-20 00:00:00 UTC,0.2888176014
2024-08-21 00:00:00 UTC,0.2937700092
2024-08-22 00:00:00 UTC,0.3036600878
2024-08-23 00:00:00 UTC,0.3047169972
2024-08-24 00:00:00 UTC,0.3602897325
2024-08-25 00:00:00 UTC,0.3694210256
2024-08-26 00:00:00 UTC,0.3483063465
2024-08-27 00:00:00 UTC,0.3123214549
2024-08-28 00:00:00 UTC,0.2725518213
2024-08-29 00:00:00 UTC,0.2538598257
2024-08-30 00:00:00 UTC,0.2421738455
2024-08-31 00:00:00 UTC,0.2415242218
2024-09-01 00:00:00 UTC,0.2373928957
2024-09-02 00:00:00 UTC,0.2226536075
2024-09-03 00:00:00 UTC,0.2385927202
2024-09-04 00:00:00 UTC,0.2189763137
2024-09-05 00:00:00 UTC,0.2214932996
2024-09-06 00:00:00 UTC,0.2071438507
2024-09-07 00:00:00 UTC,0.2045045806
2024-09-08 00:00:00 UTC,0.2102676269
2024-09-09 00:00:00 UTC,0.21941396
2024-09-10 00:00:00 UTC,0.2344956482
2024-09-11 00:00:00 UTC,0.2284158947
2024-09-12 00:00:00 UTC,0.2126507424
2024-09-13 00:00:00 UTC,0.2123508222
2024-09-14 00:00:00 UTC,0.2200228654
2024-09-15 00:00:00 UTC,0.2227111371
2024-09-16 00:00:00 UTC,0.2126422485
2024-09-17 00:00:00 UTC,0.2091916781
2024-09-18 00:00:00 UTC,0.2269536599
2024-09-19 00:00:00 UTC,0.2404365258
2024-09-20 00:00:00 UTC,0.2488369055
2024-09-21 00:00:00 UTC,0.2596964564
2024-09-22 00:00:00 UTC,0.288544379
2024-09-23 00:00:00 UTC,0.2746801134
2024-09-24 00:00:00 UTC,0.280283437
2024-09-25 00:00:00 UTC,0.3217005253
2024-09-26 00:00:00 UTC,0.3128227785
2024-09-27 00:00:00 UTC,0.3645715732
2024-09-28 00:00:00 UTC,0.3595957366
2024-09-29 00:00:00 UTC,0.3691624161
2024-09-30 00:00:00 UTC,0.3892724391
2024-10-01 00:00:00 UTC,0.3679635843
2024-10-02 00:00:00 UTC,0.3548397337
2024-10-03 00:00:00 UTC,0.3212068639
2024-10-04 00:00:00 UTC,0.2792730349
2024-10-05 00:00:00 UTC,0.3103172311
2024-10-06 00:00:00 UTC,0.2859545208
2024-10-07 00:00:00 UTC,0.2945679425
2024-10-08 00:00:00 UTC,0.284615721
2024-10-09 00:00:00 UTC,0.282745565
2024-10-10 00:00:00 UTC,0.2676431753
2024-10-11 00:00:00 UTC,0.2702381206
2024-10-12 00:00:00 UTC,0.3402104988
2024-10-13 00:00:00 UTC,0.3302027363
2024-10-14 00:00:00 UTC,0.3566530905
2024-10-15 00:00:00 UTC,0.408986037
2024-10-16 00:00:00 UTC,0.4272182727
2024-10-17 00:00:00 UTC,0.3988185407
2024-10-18 00:00:00 UTC,0.3753839847
2024-10-19 00:00:00 UTC,0.4158567507
2024-10-20 00:00:00 UTC,0.4018806111
2024-10-21 00:00:00 UTC,0.4112640608
2024-10-22 00:00:00 UTC,0.3913304006
2024-10-23 00:00:00 UTC,0.3852127007
2024-10-24 00:00:00 UTC,0.3684705107
2024-10-25 00:00:00 UTC,0.39082078
2024-10-26 00:00:00 UTC,0.350304405
2024-10-27 00:00:00 UTC,0.3575563951
2024-10-28 00:00:00 UTC,0.3626350752
2024-10-29 00:00:00 UTC,0.3725544341
2024-10-30 00:00:00 UTC,0.3808663108
2024-10-31 00:00:00 UTC,0.3617450538
2024-11-01 00:00:00 UTC,0.3624053077
2024-11-02 00:00:00 UTC,0.3676001843
2024-11-03 00:00:00 UTC,0.3609355933
2024-11-04 00:00:00 UTC,0.3381750599
2024-11-05 00:00:00 UTC,0.3285462034
2024-11-06 00:00:00 UTC,0.3500716632
2024-11-07 00:00:00 UTC,0.4827675779
2024-11-08 00:00:00 UTC,0.5096538944
2024-11-09 00:00:00 UTC,0.4958161638
2024-11-10 00:00:00 UTC,0.5475731708
2024-11-11 00:00:00 UTC,0.5544363956
2024-11-12 00:00:00 UTC,0.6341730613
2024-11-13 00:00:00 UTC,0.5996861747
2024-11-14 00:00:00 UTC,0.5918529916
