snapped_at,price
2024-01-18 00:00:00 UTC,0.2195532831
2024-01-19 00:00:00 UTC,0.2195532831
2024-01-20 00:00:00 UTC,0.1987061764
2024-01-21 00:00:00 UTC,0.2039257398
2024-01-22 00:00:00 UTC,0.2821489647
2024-01-23 00:00:00 UTC,0.2442201815
2024-01-24 00:00:00 UTC,0.2505771566
2024-01-25 00:00:00 UTC,0.2553352339
2024-01-26 00:00:00 UTC,0.2237463008
2024-01-27 00:00:00 UTC,0.2276667373
2024-01-28 00:00:00 UTC,0.26391244
2024-01-29 00:00:00 UTC,0.2570315515
2024-01-30 00:00:00 UTC,0.2676876953
2024-01-31 00:00:00 UTC,0.2396055308
2024-02-01 00:00:00 UTC,0.2156225622
2024-02-02 00:00:00 UTC,0.2084032584
2024-02-03 00:00:00 UTC,0.2217499375
2024-02-04 00:00:00 UTC,0.2071354541
2024-02-05 00:00:00 UTC,0.2070064129
2024-02-06 00:00:00 UTC,0.2132044446
2024-02-07 00:00:00 UTC,0.2232373072
2024-02-08 00:00:00 UTC,0.2410425983
2024-02-09 00:00:00 UTC,0.2284865394
2024-02-10 00:00:00 UTC,0.2231948107
2024-02-11 00:00:00 UTC,0.2217222198
2024-02-12 00:00:00 UTC,0.2390581537
2024-02-13 00:00:00 UTC,0.2426979519
2024-02-14 00:00:00 UTC,0.2502642766
2024-02-15 00:00:00 UTC,0.2875407961
2024-02-16 00:00:00 UTC,0.2607396042
2024-02-17 00:00:00 UTC,0.262119734
2024-02-18 00:00:00 UTC,0.2526938457
2024-02-19 00:00:00 UTC,0.2686993646
2024-02-20 00:00:00 UTC,0.3497524356
2024-02-21 00:00:00 UTC,0.3444033661
2024-02-22 00:00:00 UTC,0.3706316674
2024-02-23 00:00:00 UTC,0.4309685648
2024-02-24 00:00:00 UTC,0.4114109927
2024-02-25 00:00:00 UTC,0.4174789662
2024-02-26 00:00:00 UTC,0.4206871396
2024-02-27 00:00:00 UTC,0.4302761548
2024-02-28 00:00:00 UTC,0.4400881126
2024-02-29 00:00:00 UTC,0.407124892
2024-03-01 00:00:00 UTC,0.4340736473
2024-03-02 00:00:00 UTC,0.508831529
2024-03-03 00:00:00 UTC,0.4887210975
2024-03-04 00:00:00 UTC,0.5018467537
2024-03-05 00:00:00 UTC,0.4907266969
2024-03-06 00:00:00 UTC,0.5179789179
2024-03-07 00:00:00 UTC,0.5761845324
2024-03-08 00:00:00 UTC,0.6006317155
2024-03-09 00:00:00 UTC,0.6011603452
2024-03-10 00:00:00 UTC,0.6127757882
2024-03-11 00:00:00 UTC,0.5949354611
2024-03-12 00:00:00 UTC,0.6148692914
2024-03-13 00:00:00 UTC,0.5862115848
2024-03-14 00:00:00 UTC,0.5697612851
2024-03-15 00:00:00 UTC,0.5516868946
2024-03-16 00:00:00 UTC,0.5179226223
2024-03-17 00:00:00 UTC,0.4689936342
2024-03-18 00:00:00 UTC,0.4903705834
2024-03-19 00:00:00 UTC,0.4456761875
2024-03-20 00:00:00 UTC,0.5117247047
2024-03-21 00:00:00 UTC,0.6576343145
2024-03-22 00:00:00 UTC,0.7453889103
2024-03-23 00:00:00 UTC,0.7351181366
2024-03-24 00:00:00 UTC,0.704073919
2024-03-25 00:00:00 UTC,0.8818946664
2024-03-26 00:00:00 UTC,0.9304827047
2024-03-27 00:00:00 UTC,0.8818932811
2024-03-28 00:00:00 UTC,0.867596671
2024-03-29 00:00:00 UTC,0.9094915791
2024-03-30 00:00:00 UTC,0.8767309431
2024-03-31 00:00:00 UTC,0.8951358218
2024-04-01 00:00:00 UTC,0.9791826381
2024-04-02 00:00:00 UTC,0.9027016003
2024-04-03 00:00:00 UTC,0.7958626577
2024-04-04 00:00:00 UTC,0.8027504454
2024-04-05 00:00:00 UTC,0.8074363487
2024-04-06 00:00:00 UTC,0.7768768495
2024-04-07 00:00:00 UTC,0.8007759578
2024-04-08 00:00:00 UTC,0.8063464743
2024-04-09 00:00:00 UTC,0.8482246892
2024-04-10 00:00:00 UTC,0.7589361518
2024-04-11 00:00:00 UTC,0.7748152819
2024-04-12 00:00:00 UTC,0.8219708391
2024-04-13 00:00:00 UTC,0.7036914861
2024-04-14 00:00:00 UTC,0.7905849207
2024-04-15 00:00:00 UTC,0.8948074865
2024-04-16 00:00:00 UTC,0.8625062192
2024-04-17 00:00:00 UTC,0.8251232367
2024-04-18 00:00:00 UTC,0.7979404581
2024-04-19 00:00:00 UTC,0.7644707155
2024-04-20 00:00:00 UTC,0.7535017493
2024-04-21 00:00:00 UTC,0.8206081514
2024-04-22 00:00:00 UTC,0.8108862194
2024-04-23 00:00:00 UTC,0.7869152174
2024-04-24 00:00:00 UTC,0.8003345152
2024-04-25 00:00:00 UTC,0.8384557862
2024-04-26 00:00:00 UTC,0.8138862628
2024-04-27 00:00:00 UTC,0.7697028815
2024-04-28 00:00:00 UTC,0.797261613
2024-04-29 00:00:00 UTC,0.7733934268
2024-04-30 00:00:00 UTC,0.7815085434
2024-05-01 00:00:00 UTC,0.7452541863
2024-05-02 00:00:00 UTC,0.7695305921
2024-05-03 00:00:00 UTC,0.8047959826
2024-05-04 00:00:00 UTC,0.8221378261
2024-05-05 00:00:00 UTC,0.8061424583
2024-05-06 00:00:00 UTC,0.8535773415
2024-05-07 00:00:00 UTC,0.8287193505
2024-05-08 00:00:00 UTC,0.7973463054
2024-05-09 00:00:00 UTC,0.769513041
2024-05-10 00:00:00 UTC,0.8169187012
2024-05-11 00:00:00 UTC,0.8029522761
2024-05-12 00:00:00 UTC,0.7859233057
2024-05-13 00:00:00 UTC,0.7851424294
2024-05-14 00:00:00 UTC,0.7686687491
2024-05-15 00:00:00 UTC,0.7333293408
2024-05-16 00:00:00 UTC,0.8416494716
2024-05-17 00:00:00 UTC,0.8653018763
2024-05-18 00:00:00 UTC,0.9535963081
2024-05-19 00:00:00 UTC,0.9322203737
2024-05-20 00:00:00 UTC,0.8994180464
2024-05-21 00:00:00 UTC,0.9713580974
2024-05-22 00:00:00 UTC,0.9374027674
